fire_id,datetime,damagearea,firecause,address_raw,matched_address,recover_level,x_5179,y_5179
5511,2025-03-22 12:42:00,0.5,기타,전남 보성 노동 거석 406-2,전라남도 보성군 노동면 거석리,ri,958380.096822264,1648142.02948537
5515,2025-03-22 10:08:00,0.15,기타,대구 북 국우 산118-1,대구광역시 북구 국우동,dong,1097129.24720083,1774236.1926
5517,2025-03-31 15:26:00,0.2,기타,충남 당진 고대 당진포 산138-1,충청남도 당진시 고대면 당진포리,ri,915223.950082936,1884934.7092372
5518,2025-03-31 15:08:00,0.01,입산자실화,대구 남 봉덕 산152-1,대구광역시 남구 봉덕동,dong,1099218.8369097,1759703.16955386
5520,2025-03-31 13:30:00,0.1,기타,전남 해남 계곡 법곡 산183,전라남도 해남군 계곡면 법곡리,ri,924650.36497913,1628704.39184474
5526,2025-03-23 12:25:00,6.24,기타,경남 함양 유림 유평 산105,경상남도 함양군 유림면 유평리,ri,1024513.85695109,1718894.18601277
5532,2025-03-23 10:42:00,0.1,담뱃불실화,인천 서 경서 산200-1,인천광역시 서구 경서동,dong,925277.582530105,1951093.74460565
5542,2025-04-04 13:08:00,0.01,기타,경기 양주 백석 복지 산61-8,경기도 양주시 백석읍 복지리,ri,954816.961649941,1974534.45104142
5544,2025-06-11 21:23:00,1.0,기타,경북 포항북 홍해 홍안 산5,경상북도 포항시 북구,sgg,1152503.80258468,1798939.5183
5550,2025-03-24 15:34:00,0.16,건축물화재비화,대구 달성 화원 본리 702,대구광역시 달성군 화원읍 본리리,ri,1093141.59331646,1754279.25352464
5558,2025-03-26 14:27:00,0.33,기타,경기 파주 조리 장곡 산9,경기도 파주시 조리읍 장곡리,ri,942338.564101784,1972243.04373797
5562,2025-03-26 10:21:00,0.01,입산자실화,전북 완주 운주 산북 산99-23,전북특별자치도 완주군 운주면 산북리,ri,984372.367874267,1789280.3033893
5565,2025-03-26 03:02:00,0.3,기타,광주 남 진월 산82-12,광주광역시 남구 진월동,dong,945535.049352372,1680208.8907
5566,2025-06-10 19:36:00,0.01,쓰레기소각,강원 양구 동 덕곡 산15,강원특별자치도 양구군 동면 덕곡리,ri,1045689.18514601,2022454.54820839
5567,2025-06-10 12:50:00,0.16,기타,충남 금산 부리 불이 산47-1,충청남도 금산군 부리면 불이리,ri,1003834.77701612,1784094.84811693
5571,2025-06-07 15:09:00,0.1,쓰레기소각,전남 나주 봉황 용곡 산11,전라남도 나주시 봉황면 용곡리,ri,935283.789505395,1659507.8493281
5640,2025-03-29 18:37:00,0.03,입산자실화,인천 서 석남 산8,인천광역시 서구 석남동,dong,926185.890749194,1945553.39436673
5641,2025-03-29 13:33:00,0.3,쓰레기소각,경남 고성 개천 용안 산198-1,경상남도 고성군 개천면 용안리,ri,1071186.4968477,1678422.92149297
5644,2025-03-20 14:48:00,0.01,농산부산물소각,경남 진해 진례 시례 산12,,,,
5648,2025-03-16 19:20:00,0.2,기타,충남 공주 우성 내산 산17-1,충청남도 공주시 우성면 내산리,ri,962629.984706318,1834692.02391841
5652,2025-03-14 14:57:00,0.39,쓰레기소각,충남 태안 안면 창기 산10-35,충청남도 태안군 안면읍 창기리,ri,897018.993220963,1843553.77958946
5656,2025-03-14 13:58:00,0.15,농산부산물소각,전남 함평 학교 죽정 산13-1,전라남도 함평군 학교면 죽정리,ri,914122.237191091,1670636.58936916
5657,2025-03-14 12:55:00,1.3,건축물화재비화,경기 파주 법원 웅담 251-2,경기도 파주시 법원읍 웅담리,ri,946985.150335956,1990233.37428869
5660,2025-03-14 11:35:00,0.16,기타,경기 양주 백석 방성 산102,경기도 양주시 백석읍 방성리,ri,956403.550410917,1978285.25909535
5662,2025-03-13 21:41:00,0.01,기타,광주 남 봉선 산122-1,광주광역시 남구 봉선동,dong,946653.733892982,1681247.36259312
5669,2025-03-12 12:05:00,0.1,농산부산물소각,경남 합천 봉산 노곡 산12,경상남도 합천군 봉산면 노곡리,ri,1044588.81113856,1733684.17638693
5672,2025-03-11 15:45:00,0.3,기타,충남 공주 우성 방흥 산32-9,충청남도 공주시 우성면 방흥리,ri,958564.775495614,1829425.03814724
5678,2025-03-09 15:02:00,1.2,쓰레기소각,강원 춘천 남 가정 산7-1,강원특별자치도 춘천시 남면 가정리,ri,1006846.60400143,1972999.53801439
5688,2025-02-14 14:51:00,0.4,농산부산물소각,경남 창원의창 진해 용원 산220-4,경상남도 창원시 의창구,sgg,1103255.30784883,1701648.3817
5708,2025-05-01 01:00:00,0.1,기타,경북 포항남 오천 문덕 산99-1,경상북도 포항시 남구 오천읍 문덕리,ri,1171409.05315955,1774432.46467354
5710,2025-04-30 16:14:00,0.15,기타,강원 홍천 화천 성산 산97,강원특별자치도 홍천군,sgg,1060295.58465845,1972220.11985
5713,2025-04-30 09:01:00,0.06,입산자실화,전남 순천 서 판교 산251-1,전라남도 순천시 서면 판교리,ri,1000945.07307127,1670421.35335399
5715,2025-04-29 16:00:00,0.1,기타,경북 고령 운수 봉평 산62,경상북도 고령군 운수면 봉평리,ri,1071660.89443405,1753659.76285409
5716,2025-04-25 16:46:00,0.4,기타,강원 홍천 남 남노일 산46-6,강원특별자치도 홍천군 남면 남노일리,ri,1024096.61272012,1964356.9026975
5717,2025-04-25 13:40:00,0.02,담뱃불실화,경북 김천 봉산 상금 산41-1,경상북도 김천시 봉산면 상금리,ri,1048437.11128387,1798068.89681598
5718,2025-04-25 12:07:00,0.23,기타,강원 원주 지정 판대 산124-6,강원특별자치도 원주시 지정면 판대리,ri,1026601.45015051,1932715.38175914
5719,2025-04-19 10:35:00,0.03,입산자실화,충남 천안동안 성남 화성 102-6,,,,
5720,2025-03-27 19:14:00,0.06,기타,경기 파주 조리 장곡 산15,경기도 파주시 조리읍 장곡리,ri,942338.564101784,1972243.04373797
5721,2025-03-27 16:13:00,0.01,기타,대구 군위 소보 평호 산15,대구광역시 군위군 소보면 평호리,ri,1090431.34421957,1801952.86683221
5722,2025-03-19 16:00:00,0.35,담뱃불실화,충남 태안 안면 중장 318-14,충청남도 태안군 안면읍 중장리,ri,899294.048889204,1831437.80736073
5724,2025-03-17 17:29:00,0.01,기타,전남 화순 백아 원 산37-1,전라남도 화순군 백아면 원리,ri,967070.276405183,1688067.7535493
5727,2025-03-17 14:23:00,2.8,기타,충남 태안 이원 내 산118외3필지,충청남도 태안군 이원면 내리,ri,892708.174187868,1883258.31192412
5736,2025-03-10 13:59:00,0.06,담뱃불실화,충남 공주 우성 내산 산17-1,충청남도 공주시 우성면 내산리,ri,962629.984706318,1834692.02391841
5738,2025-03-08 18:09:00,0.17,입산자실화,경기 성남 수성 시흥 산19,경기도 성남시 중원구,sgg,970783.36335279,1937921.0565
5739,2025-03-08 15:50:00,0.1,담뱃불실화,충남 공주 우성 내산 산17-1,충청남도 공주시 우성면 내산리,ri,962629.984706318,1834692.02391841
5741,2025-03-08 14:25:00,0.01,기타,경기 용인처인 아동 송전 산37-1,경기도 용인시 처인구,sgg,976937.712242895,1913728.4615
5745,2025-02-23 14:55:00,1.0,농산부산물소각,경기 연천 중 삼곶 산23,경기도 연천군 중면 삼곶리,ri,957357.697479749,2015400.95557501
5766,2025-02-26 15:26:00,0.06,입산자실화,인천 중 남북 산55-8,인천광역시 중구 남북동,dong,903800.943348572,1939746.69222861
5769,2025-02-26 13:45:00,0.3,기타,강원 양양 서 현내 06월 30일,강원특별자치도 양양군 서면 현내동,dong,1092851.06898278,2000298.6114
5774,2025-02-21 15:07:00,0.2,기타,강원 강릉 구정 제비 산95,강원특별자치도 강릉시 구정면 제비리,ri,1119566.66375936,1969175.31461217
5777,2025-02-21 13:11:00,0.5,쓰레기소각,전남 장흥 정동 북교 660,전라남도 장흥군,sgg,950276.028900001,1628578.2666
5779,2025-02-24 21:00:00,0.3,기타,경기 연천 청산 대전 산215-5,경기도 연천군 청산면 대전리,ri,965356.392902557,1999974.59841482
5794,2025-02-04 12:21:00,0.01,기타,강원 고성 토성 성대 439-2,강원특별자치도 고성군 토성면 성대리,ri,1086252.83115436,2028128.50711225
5795,2025-03-01 14:15:00,0.05,기타,경기 양평 강하 성덕 773-8,경기도 양평군 강하면 성덕리,ri,993521.966033962,1940134.48927518
5796,2025-03-01 13:52:00,0.05,농산부산물소각,경기 양평 강상 송학 산25-2,경기도 양평군 강상면 송학리,ri,996274.579059743,1941505.5100126
5800,2025-02-28 14:26:00,0.03,기타,충남 당진 정미 신시 산49-1,충청남도 당진시 정미면 신시리,ri,918788.94022445,1874403.03186456
5809,2025-02-03 13:36:00,0.02,건축물화재비화,경기 용인처인 이동 묵 산14-1,경기도 용인시 처인구 이동읍 묵리,ri,977453.198186425,1908213.48823104
