date,hour,top1_pop,top5_pop,top1_pop_day,top5_pop_day,top1_pop_old,top5_pop_old,top5_old_house,wui_top5_cells,max_prob,mean_prob,top10_pop
2021-03-24,8,393240.99639377,3256762.739967957,321737.81868718006,2516161.8758408725,92211.17192553413,615952.8276212168,299613.56858362496,3024,0.2929181754589081,0.0159807987511158,23569.66063761711
2021-03-25,8,859379.3561440557,3346766.6305918396,690325.4282497315,2578880.4622311573,186087.5864767609,678056.9247720616,349824.16555972624,3310,0.30512717366218567,0.02142947167158127,19246.3870973289
2021-03-26,8,237826.29812124372,550259.0249486119,191638.77032345152,427702.91554222355,55616.34715696469,132601.762595845,75142.0723007829,1924,0.30754876136779785,0.025679372251033783,17296.025843411684
2021-03-27,8,48470.995501965284,129046.71738182008,47663.28106336565,119908.82727101563,13901.015049539645,40797.80286762162,23492.693575183337,1030,0.2686052620410919,0.02905653417110443,9169.135520279408
2021-03-28,8,338965.32926264405,2093516.65865466,284556.44261210476,1628898.7207575846,82500.26671823887,467489.3651393714,238861.5594770983,3495,0.07758251577615738,0.009931749664247036,24018.3074696064
2021-03-29,8,810293.8818322867,1820309.1212315112,671802.8343021439,1493843.1845762478,170234.5523464629,377442.8729193357,208000.4608134535,3665,0.07812604308128357,0.00588654913008213,21505.777119666338
2021-03-30,8,741504.2564526647,3012118.6204244494,634322.7790752671,2342334.3299922487,172294.8991098677,612440.0413076703,312477.94277819584,3700,0.1111089438199997,0.005980293266475201,26964.26590448618
2021-03-31,8,346281.0195250362,582670.7603022009,288404.19567264785,539904.8459782331,83261.55895599861,131819.14147703422,75153.78776581217,1553,0.09225871413946152,0.008654262870550156,15296.216254681349
2021-04-01,8,894224.7062739432,3976441.7266887575,665807.3855248629,3126972.607535506,108954.49133533497,567156.1910372089,214264.43282304422,2339,0.280788391828537,0.02612488344311714,27432.17709749937
2021-04-02,8,693181.0268094838,3840871.4692083,572679.0661922019,3273372.349289198,121141.41945817735,698995.5635756135,291301.6259274826,8866,0.30300280451774597,0.04622141271829605,36056.44774830341
2021-04-03,8,934727.1127215326,7359756.263519615,722750.6883143522,6161753.676876247,166150.86175267585,1274734.0446648956,519837.12018175656,8735,0.3053826689720154,0.04076598212122917,39826.76900821924
2021-04-04,8,1404362.7029644847,3625286.748236567,979623.7199634432,2864734.8215112435,234759.0222806346,621948.117394634,304226.42492101534,3492,0.04131109267473221,0.0047404044307768345,20919.269929379225
2021-04-05,8,437218.9219172895,1913406.9105843902,317242.2814764788,1472056.9813806694,94586.11436969845,416478.16362826317,218009.47652961625,2584,0.04394613951444626,0.003177414182573557,11875.255974918604
2021-04-06,8,699796.9539936483,3250817.4416951016,492156.26781544706,2480388.815334227,129672.35434376929,580000.8633898849,306098.8301455702,2478,0.06270983070135117,0.004161225166171789,17755.939173579216
2021-04-07,8,577561.3267161176,1938735.9083918557,424953.48539390886,1455902.4901803753,96232.6154710683,335213.5186219993,193599.86339777638,1773,0.05412270128726959,0.0038354217540472746,17004.739002406597
2021-04-08,8,2784674.6288660616,11609900.009527847,2381965.8702792646,9266771.288287992,480584.09946557763,1992155.7997427667,809231.1774676151,3813,0.2110779881477356,0.012616809457540512,34181.39547660947
2021-04-09,8,2816637.462158829,8138948.353365347,2885789.2111971513,7119370.358710638,492527.12612061296,1459620.9175552528,606892.64765509,2889,0.2445562779903412,0.02362845465540886,35655.80195942521
2021-04-10,8,2379610.577494681,9607339.550937831,2472098.7332631648,8167024.71469754,401120.75725579035,1595481.1792566387,639664.1451787371,3646,0.17139078676700592,0.019085289910435677,31397.081173032522
2021-04-11,8,1436901.5385633707,9541041.646173328,1454859.1474340777,7963835.343265585,249720.21571961447,1637047.107044078,677392.1908180523,3243,0.22761888802051544,0.022089095786213875,29373.849718272686
