fire_id,ignite_h,scan_hour,horizon,loc,damagearea,haz_top_pct,is_wui,pop
4484,2022-02-21 15:00:00,14,1,충남 부여 남,0.01,56.32051086425781,False,64.88334167003632
4485,2022-02-21 15:00:00,14,1,강원 원주 판부,0.1,61.38440704345703,True,101.42928504943848
4483,2022-02-21 16:00:00,14,2,충북 청주 흥덕 nan,0.02,55.760189056396484,True,2092.7956599593163
4480,2022-02-22 13:00:00,11,2,경기 화성 서신,0.03,28.20535659790039,True,27.34235629439354
4481,2022-02-22 13:00:00,11,2,경기 여주 가남,0.1,79.7293472290039,False,61.87845426797867
4478,2022-02-22 14:00:00,11,3,경북 의성 의성,15.0,2.533428192138672,False,1348.7601742744446
4479,2022-02-22 14:00:00,11,3,강원 동해 nan,6.1,1.8896374702453613,False,1073.8337325751781
4473,2022-02-23 12:00:00,11,1,경기 여주 가남,3.0,79.11274719238281,False,24.310394048690796
4472,2022-02-23 13:00:00,11,2,강원 평창 진부,0.04,94.02494049072266,False,0.0
4471,2022-02-23 16:00:00,14,2,경남 사천 사천,0.3,15.241899490356445,True,20.287507265806198
4466,2022-02-24 13:00:00,11,2,강원 홍천 두촌,0.6,71.84687805175781,False,20.64795285463333
4467,2022-02-24 13:00:00,11,2,충남 공주 우성,0.15,75.74058532714844,True,20.592653930187225
4468,2022-02-24 13:00:00,11,2,경기 의정부 nan,0.5,39.441402435302734,True,29.766871064901352
4464,2022-02-24 14:00:00,11,3,서울 노원 nan,1.0,31.533897399902344,True,2185.8739519417286
4465,2022-02-24 14:00:00,11,3,충남 공주 nan,0.2,52.81856918334961,False,913.5895502865314
4462,2022-02-24 15:00:00,14,1,강원 평창 방림,5.0,74.31352996826172,False,4.122834891080856
4463,2022-02-24 15:00:00,14,1,경북 상주 모서,0.3,10.198872566223145,False,0.0
4459,2022-02-24 16:00:00,14,2,강원 강릉 사천,0.09,4.195005893707275,True,44.56300529837608
4460,2022-02-24 16:00:00,14,2,경기 광주 초월,0.09,74.52705383300781,True,562.2219491302967
4461,2022-02-24 16:00:00,14,2,광주 광산 nan,0.08,55.95539855957031,False,862.4747361540794
4458,2022-02-24 17:00:00,14,3,강원 화천 하남,1.4,81.26383209228516,False,0.0
4455,2022-02-25 12:00:00,11,1,전남 구례 간전,29.0,34.41654968261719,False,5.825138568878174
4452,2022-02-25 14:00:00,11,3,경남 함양 함양,1.5,10.569637298583984,False,1956.490196019411
4453,2022-02-25 14:00:00,11,3,전남 순천 상사,2.0,32.083984375,True,20.027764230966568
4454,2022-02-25 14:00:00,11,3,전남 고흥 두원,0.5,19.9628963470459,False,1.4851233959197998
4451,2022-02-25 16:00:00,14,2,울산 북 nan,0.2,9.776948928833008,False,0.0
4443,2022-02-26 13:00:00,11,2,전남 완도 완도,0.2,75.360595703125,False,1032.9962031245232
