fire_id,ignite_h,end_h,hours,damagearea,source,n_cells,coord_src,loc
4221,2022-04-01 13:00:00,2022-04-01 14:00:00,2,0.01,point,1,sgis_recovered,경남 사천 정동
4222,2022-04-01 12:00:00,2022-04-01 15:00:00,4,0.89,point,1,original,경기 군포 nan
4223,2022-04-01 01:00:00,2022-04-01 05:00:00,5,1.0,point,1,sgis_recovered,전남 순천 서
4224,2022-04-01 00:00:00,2022-04-01 03:00:00,4,0.04,point,1,original,서울 중랑 nan
4225,2022-03-29 19:00:00,2022-03-29 21:00:00,3,0.01,point,1,original,경기 양주 광적
4226,2022-03-29 14:00:00,2022-03-29 16:00:00,3,0.05,point,1,original,경남 사천 서포
4227,2022-03-29 11:00:00,2022-03-29 16:00:00,6,0.1,point,1,sgis_recovered,강원 삼척 가곡
4228,2022-03-28 12:00:00,2022-03-28 13:00:00,2,0.04,point,1,original,경기 가평 청평
4229,2022-03-28 11:00:00,2022-03-28 12:00:00,2,0.3,point,1,original,경기 양평 청운
4230,2022-03-28 10:00:00,2022-03-28 10:00:00,1,0.02,point,1,sgis_recovered,경남 창원 마산합포 구산
4231,2022-03-27 22:00:00,2022-03-28 00:00:00,3,0.1,point,1,original,경남 창녕 유어
4232,2022-03-24 12:00:00,2022-03-24 14:00:00,3,0.3,point,1,original,경남 의령 화정
4233,2022-03-23 16:00:00,2022-03-23 17:00:00,2,0.33,point,1,original,부산 기장 기장
4234,2022-03-22 15:00:00,2022-03-22 16:00:00,2,0.09,point,1,original,충남 부여 임천
4235,2022-03-16 17:00:00,2022-03-16 20:00:00,4,0.3,point,1,original,경북 김천 농소
4236,2022-03-12 23:00:00,2022-03-13 01:00:00,3,0.04,point,1,original,경북 의성 의성
4237,2022-03-12 21:00:00,2022-03-13 01:00:00,5,0.2,point,1,original,경남 김해 주촌
4238,2022-03-12 20:00:00,2022-03-12 21:00:00,2,0.02,point,1,sgis_recovered,전북 남원 이백
4240,2022-03-12 12:00:00,2022-03-12 19:00:00,8,3.0,point,1,sgis_recovered,전남 함평 나산
4241,2022-03-12 11:00:00,2022-03-12 12:00:00,2,0.1,point,1,original,경기 의정부 nan
4242,2022-03-12 11:00:00,2022-03-12 15:00:00,5,0.05,point,1,sgis_recovered,강원 춘천 동산
4244,2022-03-11 16:00:00,2022-03-11 17:00:00,2,0.01,point,1,original,전북 남원 주생
4245,2022-03-11 15:00:00,2022-03-11 16:00:00,2,0.3,point,1,original,경기 화성 매송
4246,2022-03-11 14:00:00,2022-03-11 15:00:00,2,0.04,point,1,original,전북 남원 수지
4247,2022-03-10 19:00:00,2022-03-10 21:00:00,3,0.1,point,1,original,전남 곡성 죽곡
4248,2022-03-10 15:00:00,2022-03-10 17:00:00,3,0.66,point,1,original,경기 여주 북내
4249,2022-03-10 15:00:00,2022-03-10 16:00:00,2,0.2,point,1,original,경기 용인 처인 남사
4250,2022-03-10 14:00:00,2022-03-10 15:00:00,2,0.1,point,1,sgis_recovered,충남 공주 우성
4251,2022-03-10 13:00:00,2022-03-10 14:00:00,2,0.16,point,1,original,충남 서산 지곡
4252,2022-03-10 12:00:00,2022-03-10 16:00:00,5,0.41,point,1,original,충남 보령 주산
4253,2022-03-10 02:00:00,2022-03-10 17:00:00,16,1.0,point,1,original,경북 경주 외동
4255,2022-03-09 17:00:00,2022-03-09 19:00:00,3,0.06,point,1,original,경기 광주 초월
4256,2022-03-09 14:00:00,2022-03-09 16:00:00,3,0.3,point,1,sgis_recovered,전북 임실 강진
4257,2022-03-09 14:00:00,2022-03-09 16:00:00,3,0.2,point,1,original,전북 장수 산서
4258,2022-03-09 14:00:00,2022-03-09 16:00:00,3,0.1,point,1,sgis_recovered,경남 창녕 고암
4259,2022-03-09 14:00:00,2022-03-09 18:00:00,5,1.3,point,1,original,경기 가평 가평
4260,2022-03-09 13:00:00,2022-03-09 15:00:00,3,0.1,point,1,original,전북 남원 덕과
4261,2022-03-08 23:00:00,2022-03-09 10:00:00,12,5.0,point,1,original,경기 수원 장안 장안
4263,2022-03-08 14:00:00,2022-03-08 17:00:00,4,1.1,point,1,original,강원 홍천 북방
4264,2022-03-08 13:00:00,2022-03-08 15:00:00,3,0.05,point,1,original,제주 서귀포 nan
4265,2022-03-08 10:00:00,2022-03-08 11:00:00,2,0.2,point,1,original,울산 울주 상북
4266,2022-03-07 15:00:00,2022-03-07 16:00:00,2,0.03,point,1,original,충남 당진 대호지
4267,2022-03-07 14:00:00,2022-03-07 15:00:00,2,0.01,point,1,original,경기 고양 덕양
4268,2022-03-07 14:00:00,2022-03-07 15:00:00,2,0.01,point,1,original,대구 수성 nan
4269,2022-03-06 17:00:00,2022-03-06 18:00:00,2,0.01,point,1,original,경남 사천 사천
4270,2022-03-06 16:00:00,2022-03-06 18:00:00,3,0.1,point,1,sgis_recovered,경남 남해 이동
4271,2022-03-06 15:00:00,2022-03-07 02:00:00,12,13.0,point,1,original,울산 울주 언양
4272,2022-03-06 14:00:00,2022-03-06 16:00:00,3,0.5,point,1,original,경남 산청 단성
4273,2022-03-06 13:00:00,2022-03-06 15:00:00,3,0.06,point,1,original,충남 부여 부여
4274,2022-03-06 12:00:00,2022-03-06 15:00:00,4,1.0,point,1,original,부산 강서 nan
4275,2022-03-06 10:00:00,2022-03-06 12:00:00,3,0.01,point,1,original,경남 함양 서하
4276,2022-03-05 19:00:00,2022-03-06 19:00:00,25,28.0,point,1,original,대구 달성 가창
4277,2022-03-05 16:00:00,2022-03-05 17:00:00,2,0.01,point,1,original,경남 밀양 무안
4278,2022-03-05 15:00:00,2022-03-05 17:00:00,3,5.0,point,1,original,충남 당진 송산
4279,2022-03-05 15:00:00,2022-03-05 15:00:00,1,0.02,point,1,sgis_recovered,충남 청양 남양
4280,2022-03-05 14:00:00,2022-03-05 18:00:00,5,0.8,point,1,original,경북 경주 문무대왕
4281,2022-03-05 14:00:00,2022-03-05 15:00:00,2,0.1,point,1,original,경남 거창 거창
4282,2022-03-05 13:00:00,2022-03-05 19:00:00,7,0.3,point,1,original,경북 영주 풍기
4283,2022-03-05 13:00:00,2022-03-06 13:00:00,25,8.0,point,1,original,경기 안산 상록
4284,2022-03-05 11:00:00,2022-03-05 12:00:00,2,0.1,point,1,original,충남 당진 nan
4285,2022-03-05 05:00:00,2022-03-05 10:00:00,6,0.5,point,1,original,경남 양산 상북
4286,2022-03-05 01:00:00,2022-03-06 01:00:00,25,4190.38,polygon,28,original,강원 강릉 옥계
4287,2022-03-04 22:00:00,2022-03-05 21:00:00,24,20.0,point,1,original,강원 강릉 성산
4288,2022-03-04 21:00:00,2022-03-05 09:00:00,13,3.0,point,1,original,경남 함양 마천
4289,2022-03-04 18:00:00,2022-03-04 20:00:00,3,0.09,point,1,original,경기 광주 초월
4290,2022-03-04 17:00:00,2022-03-05 17:00:00,25,1.5,point,1,original,서울 강남 강남
4291,2022-03-04 16:00:00,2022-03-04 17:00:00,2,0.4,point,1,original,충남 아산 염치
4292,2022-03-04 15:00:00,2022-03-04 16:00:00,2,0.01,point,1,original,경북 구미 옥성
4293,2022-03-04 12:00:00,2022-03-05 12:00:00,25,184.01,polygon,3,original,강원 영월 김삿갓
4294,2022-03-04 11:00:00,2022-03-05 11:00:00,25,16301.98,polygon,230,sgis_recovered,경북 울진 북
4295,2022-03-04 02:00:00,2022-03-04 09:00:00,8,1.0,point,1,original,경북 성주 초전
4296,2022-03-04 01:00:00,2022-03-04 01:00:00,1,0.01,point,1,sgis_recovered,인천 강화 길상
4297,2022-03-03 18:00:00,2022-03-03 19:00:00,2,0.2,point,1,original,경북 성주 선남
4298,2022-03-03 16:00:00,2022-03-03 18:00:00,3,0.2,point,1,original,경북 영천 청통
4299,2022-03-03 15:00:00,2022-03-03 16:00:00,2,0.1,point,1,original,경기 안성 일죽
4300,2022-03-03 14:00:00,2022-03-03 15:00:00,2,0.01,point,1,original,경기 고양 덕양
4301,2022-03-03 13:00:00,2022-03-03 15:00:00,3,0.01,point,1,original,경기 양주 광적
4302,2022-03-03 13:00:00,2022-03-03 14:00:00,2,0.4,point,1,original,경북 문경 산북
4303,2022-03-03 12:00:00,2022-03-03 14:00:00,3,0.3,point,1,original,경남 창원 의창 nan
4304,2022-03-02 14:00:00,2022-03-03 14:00:00,25,0.7,point,1,original,부산 금정 nan
4305,2022-03-01 17:00:00,2022-03-01 18:00:00,2,0.05,point,1,sgis_recovered,충남 홍성 서부
4306,2022-03-01 01:00:00,2022-03-01 07:00:00,7,0.5,point,1,original,경북 안동 임하
4308,2022-02-28 17:00:00,2022-02-28 18:00:00,2,0.01,point,1,sgis_recovered,충북 단양 대강
4309,2022-02-28 16:00:00,2022-02-28 18:00:00,3,0.1,point,1,sgis_recovered,전남 곡성 겸
4310,2022-02-28 14:00:00,2022-03-01 14:00:00,25,813.89,point,1,original,경남 합천 율곡
4311,2022-02-28 13:00:00,2022-02-28 15:00:00,3,0.03,point,1,original,경기 용인 처인 남사
4312,2022-02-28 11:00:00,2022-02-28 11:00:00,1,0.09,point,1,original,전북 정읍 덕천
4313,2022-02-27 18:00:00,2022-02-27 21:00:00,4,0.3,point,1,original,울산 울주 상북
4314,2022-02-27 17:00:00,2022-02-27 20:00:00,4,0.2,point,1,original,경북 영천 화남
4315,2022-02-27 16:00:00,2022-02-27 17:00:00,2,0.05,point,1,original,충남 아산 음봉
4316,2022-02-27 15:00:00,2022-02-27 18:00:00,4,0.2,point,1,original,경북 김천 부항
4317,2022-02-27 14:00:00,2022-02-27 18:00:00,5,1.5,point,1,sgis_recovered,충남 태안 이원
4318,2022-02-27 14:00:00,2022-02-27 18:00:00,5,0.14,point,1,original,충남 홍성 결성
4319,2022-02-27 13:00:00,2022-02-27 15:00:00,3,0.2,point,1,original,충남 당진 석문
4320,2022-02-27 13:00:00,2022-02-27 14:00:00,2,0.02,point,1,original,경기 파주 탄현
4321,2022-02-27 13:00:00,2022-02-27 22:00:00,10,2.0,point,1,sgis_recovered,울산 동 nan
4322,2022-02-27 09:00:00,2022-02-27 11:00:00,3,0.1,point,1,sgis_recovered,충북 단양 적성
4323,2022-02-26 21:00:00,2022-02-27 21:00:00,25,4.0,point,1,original,대구 달성 가창
4324,2022-02-26 16:00:00,2022-02-26 19:00:00,4,0.2,point,1,original,경북 봉화 봉화
4325,2023-02-01 18:00:00,2023-02-01 20:00:00,3,0.03,point,1,original,부산 기장 철마
4326,2023-02-01 16:00:00,2023-02-01 19:00:00,4,0.03,point,1,original,대전 유성 nan
4327,2023-02-01 15:00:00,2023-02-01 16:00:00,2,0.04,point,1,original,세종 연서 nan
4328,2023-02-01 14:00:00,2023-02-01 21:00:00,8,1.5,point,1,original,경남 함안 대산
4329,2023-03-26 14:00:00,2023-03-26 17:00:00,4,1.2,point,1,sgis_recovered,강원 홍천 영귀미
4330,2023-03-26 14:00:00,2023-03-26 20:00:00,7,0.04,point,1,sgis_recovered,경기 양주 백석
4331,2023-03-26 14:00:00,2023-03-27 08:00:00,19,22.0,point,1,original,인천 강화 화도
4332,2023-03-24 18:00:00,2023-03-24 20:00:00,3,0.2,point,1,original,강원 춘천 남산
4333,2023-03-24 15:00:00,2023-03-24 15:00:00,1,0.01,point,1,original,경기 고양 덕양
4334,2023-03-24 12:00:00,2023-03-24 14:00:00,3,0.03,point,1,original,경기 남양주 와부
4335,2023-03-24 11:00:00,2023-03-24 11:00:00,1,0.01,point,1,original,경기 남양주 nan
4336,2023-03-22 19:00:00,2023-03-22 22:00:00,4,0.5,point,1,sgis_recovered,전북 진안 성수
4337,2023-03-22 17:00:00,2023-03-22 19:00:00,3,0.05,point,1,original,강원 화천 간동
4339,2023-03-22 15:00:00,2023-03-22 16:00:00,2,0.03,point,1,original,인천 옹진 북도
4340,2023-03-22 14:00:00,2023-03-22 16:00:00,3,0.5,point,1,original,전북 익산 여산
4341,2023-03-22 12:00:00,2023-03-22 15:00:00,4,0.2,point,1,sgis_recovered,충남 태안 소원
4342,2023-03-22 12:00:00,2023-03-22 16:00:00,5,0.5,point,1,original,경북 상주 공성
4343,2023-03-22 12:00:00,2023-03-22 22:00:00,11,1.0,point,1,sgis_recovered,충북 단양 적성
4344,2023-03-22 12:00:00,2023-03-22 19:00:00,8,0.5,point,1,sgis_recovered,강원 양구 국토정중앙
4345,2023-03-22 11:00:00,2023-03-22 13:00:00,3,0.1,point,1,original,전북 무주 무풍
4346,2023-03-22 11:00:00,2023-03-22 16:00:00,6,0.2,point,1,original,전북 완주 소양
4347,2023-03-22 01:00:00,2023-03-22 04:00:00,4,0.4,point,1,original,충북 제천 백운
4348,2023-03-18 21:00:00,2023-03-19 21:00:00,25,16.0,point,1,original,전남 순천 별량
4349,2023-03-18 16:00:00,2023-03-19 06:00:00,15,0.1,point,1,original,경북 성주 선남
4350,2023-03-18 16:00:00,2023-03-19 16:00:00,25,15.0,point,1,original,강원 평창 진부
4351,2023-03-18 15:00:00,2023-03-19 09:00:00,19,0.8,point,1,original,강원 정선 화암
4352,2023-03-18 15:00:00,2023-03-18 18:00:00,4,2.0,point,1,original,충남 보령 미산
4353,2023-03-18 14:00:00,2023-03-19 10:00:00,21,3.0,point,1,original,전남 화순 청풍
4354,2023-03-18 14:00:00,2023-03-18 18:00:00,5,0.3,point,1,original,충북 옥천 청성
4355,2023-03-18 14:00:00,2023-03-18 19:00:00,6,10.0,point,1,original,충북 영동 심천
4356,2023-03-18 14:00:00,2023-03-18 17:00:00,4,0.1,point,1,sgis_recovered,충북 제천 한수
4357,2023-03-18 13:00:00,2023-03-18 20:00:00,8,3.0,point,1,original,전북 완주 용진
4358,2023-03-18 13:00:00,2023-03-18 16:00:00,4,2.0,point,1,original,충남 예산 예산
4359,2023-03-18 12:00:00,2023-03-18 16:00:00,5,0.2,point,1,original,충북 제천 청풍
4360,2023-03-18 12:00:00,2023-03-18 13:00:00,2,0.07,point,1,original,경기 여주 북내
4361,2023-03-18 11:00:00,2023-03-18 13:00:00,3,0.7,point,1,original,전북 완주 용진
4362,2023-03-01 14:00:00,2023-03-01 16:00:00,3,0.16,point,1,original,경기 고양 일산동
4363,2023-03-01 14:00:00,2023-03-01 20:00:00,7,0.3,point,1,sgis_recovered,전남 나주 동강
4364,2023-03-01 05:00:00,2023-03-01 09:00:00,5,0.3,point,1,original,경북 경주 양남
4365,2023-02-24 17:00:00,2023-02-24 19:00:00,3,0.01,point,1,sgis_recovered,대전 서 nan
4366,2023-02-24 14:00:00,2023-02-24 17:00:00,4,0.05,point,1,original,전남 강진 칠량
4368,2023-02-24 13:00:00,2023-02-24 14:00:00,2,0.06,point,1,original,경북 울진 온정
4370,2023-02-22 12:00:00,2023-02-22 14:00:00,3,0.1,point,1,original,강원 삼척 도계
4371,2023-02-22 11:00:00,2023-02-22 17:00:00,7,2.1,point,1,sgis_recovered,충북 청주 상당 문의
4372,2023-02-21 12:00:00,2023-02-21 14:00:00,3,0.5,point,1,original,경북 문경 문경
4373,2023-02-21 11:00:00,2023-02-21 12:00:00,2,0.07,point,1,original,경기 시흥 nan
4374,2023-02-20 13:00:00,2023-02-20 15:00:00,3,0.01,point,1,original,서울 종로 nan
4375,2023-02-20 12:00:00,2023-02-20 14:00:00,3,0.3,point,1,original,경기 화성 비봉
4376,2023-02-20 11:00:00,2023-02-20 13:00:00,3,0.1,point,1,sgis_recovered,경북 군위 소보
4377,2023-02-19 19:00:00,2023-02-19 22:00:00,4,1.0,point,1,original,경북 안동 임동
4378,2023-02-19 17:00:00,2023-02-19 18:00:00,2,0.12,point,1,original,경기 양평 양평
4379,2023-02-17 14:00:00,2023-02-17 15:00:00,2,0.06,point,1,original,경기 고양 덕양
4380,2023-02-14 14:00:00,2023-02-14 16:00:00,3,0.03,point,1,original,경기 시흥 nan
4381,2023-02-12 22:00:00,2023-02-12 23:00:00,2,0.06,point,1,original,경기 양평 서종
4382,2023-02-10 12:00:00,2023-02-10 13:00:00,2,0.01,point,1,original,경기 하남 nan
4384,2023-02-09 12:00:00,2023-02-09 16:00:00,5,0.4,point,1,original,전북 완주 소양
4385,2023-02-04 18:00:00,2023-02-04 20:00:00,3,0.1,point,1,sgis_recovered,경북 포항 북 기계
4386,2023-02-04 11:00:00,2023-02-04 14:00:00,4,0.1,point,1,original,전남 순천 nan
4387,2023-02-04 10:00:00,2023-02-04 13:00:00,4,0.5,point,1,original,부산 기장 일광
4388,2023-02-03 17:00:00,2023-02-04 10:00:00,18,0.95,point,1,original,경기 여주 강천
4389,2023-02-03 15:00:00,2023-02-03 16:00:00,2,0.2,point,1,original,경기 양평 청운
4393,2023-04-12 11:00:00,2023-04-12 11:00:00,1,0.01,point,1,sgis_recovered,충남 금산 남일
4394,2023-04-12 05:00:00,2023-04-12 09:00:00,5,0.3,point,1,original,경남 양산 원동
4395,2023-05-03 16:00:00,2023-05-03 17:00:00,2,0.2,point,1,sgis_recovered,강원 영월 한반도
4396,2023-05-03 14:00:00,2023-05-03 16:00:00,3,0.1,point,1,original,경기 연천 전곡
4397,2023-05-03 13:00:00,2023-05-03 19:00:00,7,1.4,point,1,original,강원 영월 김삿갓
4398,2023-05-03 12:00:00,2023-05-03 18:00:00,7,3.0,point,1,original,충남 부여 홍산
4403,2023-05-03 12:00:00,2023-05-03 20:00:00,9,2.0,point,1,sgis_recovered,강원 양구 국토정중앙
4404,2023-06-19 14:00:00,2023-06-19 16:00:00,3,0.06,point,1,sgis_recovered,강원 춘천 남산
4405,2023-06-19 14:00:00,2023-06-19 17:00:00,4,0.1,point,1,original,충북 보은 내북
4406,2023-06-19 13:00:00,2023-06-19 15:00:00,3,0.05,point,1,original,전북 장수 계북
4407,2023-04-23 19:00:00,2023-04-23 22:00:00,4,0.2,point,1,original,경북 영양 입암
4408,2023-04-23 10:00:00,2023-04-23 12:00:00,3,0.01,point,1,original,경남 거제 거제
4409,2023-04-23 09:00:00,2023-04-23 11:00:00,3,0.1,point,1,original,강원 원주 소초
4410,2023-06-18 16:00:00,2023-06-18 19:00:00,4,0.05,point,1,original,경남 함안 군북
4411,2023-06-18 12:00:00,2023-06-18 13:00:00,2,0.05,point,1,original,강원 양양 현남
4412,2023-06-15 16:00:00,2023-06-15 18:00:00,3,0.05,point,1,original,전북 남원 산동
4413,2023-06-14 13:00:00,2023-06-14 17:00:00,5,0.03,point,1,original,경남 하동 화개
4414,2023-03-09 15:00:00,2023-03-09 17:00:00,3,0.1,point,1,original,충남 논산 노성
4415,2023-03-09 12:00:00,2023-03-09 13:00:00,2,0.06,point,1,original,경기 용인 처인 백암
4416,2023-03-09 10:00:00,2023-03-09 22:00:00,13,1.0,point,1,original,충북 보은 산외
4417,2023-03-09 08:00:00,2023-03-09 11:00:00,4,0.1,point,1,original,전남 순천 송광
4418,2023-03-09 00:00:00,2023-03-09 02:00:00,3,0.15,point,1,original,충남 당진 석문
4419,2023-03-20 14:00:00,2023-03-20 16:00:00,3,0.1,point,1,original,충남 천안 동남 목천
4420,2023-03-20 13:00:00,2023-03-20 14:00:00,2,0.1,point,1,original,전북 장수 장계
4421,2023-03-20 13:00:00,2023-03-20 21:00:00,9,12.0,point,1,sgis_recovered,충남 서천 마산
4422,2023-03-20 13:00:00,2023-03-20 17:00:00,5,0.1,point,1,sgis_recovered,전남 고흥 영남
4423,2023-03-20 13:00:00,2023-03-20 16:00:00,4,0.03,point,1,original,충남 서천 판교
4424,2023-03-20 12:00:00,2023-03-20 18:00:00,7,0.03,point,1,original,부산 부산진 nan
4425,2023-03-20 12:00:00,2023-03-20 16:00:00,5,1.0,point,1,original,전북 임실 오수
4426,2023-03-20 02:00:00,2023-03-20 03:00:00,2,0.01,point,1,original,인천 계양 nan
4435,2023-02-17 11:00:00,2023-02-17 13:00:00,3,0.5,point,1,original,세종 연서 nan
4436,2023-02-17 05:00:00,2023-02-17 08:00:00,4,0.1,point,1,sgis_recovered,전남 광양 진상
4438,2023-03-17 21:00:00,2023-03-18 00:00:00,4,0.5,point,1,original,경기 양주 광적
4439,2023-04-12 12:00:00,2023-04-12 12:00:00,1,0.01,point,1,original,경기 과천 nan
4440,2022-02-26 16:00:00,2022-02-27 10:00:00,19,5.0,point,1,sgis_recovered,강원 인제 기린
4441,2022-02-26 15:00:00,2022-02-26 23:00:00,9,24.0,point,1,original,경북 문경 문경
4442,2022-02-26 15:00:00,2022-02-26 19:00:00,5,0.05,point,1,sgis_recovered,부산 북 nan
4443,2022-02-26 13:00:00,2022-02-26 18:00:00,6,0.2,point,1,original,전남 완도 완도
4444,2022-02-26 13:00:00,2022-02-26 16:00:00,4,0.3,point,1,original,경북 상주 nan
4445,2022-02-26 11:00:00,2022-02-26 13:00:00,3,0.5,point,1,sgis_recovered,충북 청주 서원 현도
4447,2022-02-26 07:00:00,2022-02-26 09:00:00,3,0.02,point,1,sgis_recovered,강원 횡성 서원
4448,2022-02-26 05:00:00,2022-02-26 06:00:00,2,0.06,point,1,sgis_recovered,인천 강화 송해
4449,2022-02-25 21:00:00,2022-02-25 23:00:00,3,0.1,point,1,original,경남 함양 마천
4450,2022-02-25 20:00:00,2022-02-25 21:00:00,2,0.2,point,1,original,충북 음성 맹동
4451,2022-02-25 16:00:00,2022-02-25 21:00:00,6,0.2,point,1,sgis_recovered,울산 북 nan
4452,2022-02-25 14:00:00,2022-02-25 23:00:00,10,1.5,point,1,original,경남 함양 함양
4453,2022-02-25 14:00:00,2022-02-25 16:00:00,3,2.0,point,1,sgis_recovered,전남 순천 상사
4454,2022-02-25 14:00:00,2022-02-25 17:00:00,4,0.5,point,1,original,전남 고흥 두원
4455,2022-02-25 12:00:00,2022-02-26 12:00:00,25,29.0,point,1,original,전남 구례 간전
4456,2022-02-25 05:00:00,2022-02-25 07:00:00,3,0.5,point,1,sgis_recovered,경북 김천 구성
4457,2022-02-24 21:00:00,2022-02-25 07:00:00,11,4.8,point,1,original,경남 창원 마산합포 진전
4458,2022-02-24 17:00:00,2022-02-24 20:00:00,4,1.4,point,1,sgis_recovered,강원 화천 하남
4459,2022-02-24 16:00:00,2022-02-24 18:00:00,3,0.09,point,1,original,강원 강릉 사천
4460,2022-02-24 16:00:00,2022-02-24 17:00:00,2,0.09,point,1,original,경기 광주 초월
4461,2022-02-24 16:00:00,2022-02-24 18:00:00,3,0.08,point,1,original,광주 광산 nan
4462,2022-02-24 15:00:00,2022-02-25 14:00:00,24,5.0,point,1,original,강원 평창 방림
4463,2022-02-24 15:00:00,2022-02-24 18:00:00,4,0.3,point,1,original,경북 상주 모서
4464,2022-02-24 14:00:00,2022-02-24 17:00:00,4,1.0,point,1,original,서울 노원 nan
4465,2022-02-24 14:00:00,2022-02-24 17:00:00,4,0.2,point,1,original,충남 공주 nan
4466,2022-02-24 13:00:00,2022-02-24 15:00:00,3,0.6,point,1,original,강원 홍천 두촌
4467,2022-02-24 13:00:00,2022-02-24 16:00:00,4,0.15,point,1,sgis_recovered,충남 공주 우성
4468,2022-02-24 13:00:00,2022-02-24 17:00:00,5,0.5,point,1,original,경기 의정부 nan
4469,2022-02-24 11:00:00,2022-02-24 12:00:00,2,0.14,point,1,original,인천 강화 교동
4470,2022-02-23 20:00:00,2022-02-23 22:00:00,3,0.2,point,1,sgis_recovered,경북 봉화 법전
4471,2022-02-23 16:00:00,2022-02-23 17:00:00,2,0.3,point,1,original,경남 사천 사천
4472,2022-02-23 13:00:00,2022-02-23 14:00:00,2,0.04,point,1,original,강원 평창 진부
4473,2022-02-23 12:00:00,2022-02-23 15:00:00,4,3.0,point,1,original,경기 여주 가남
4474,2022-02-23 09:00:00,2022-02-23 11:00:00,3,0.1,point,1,original,경북 영천 북안
4475,2022-02-22 19:00:00,2022-02-22 22:00:00,4,0.06,point,1,sgis_recovered,경기 광주 남한산성
4476,2022-02-22 18:00:00,2022-02-22 19:00:00,2,0.03,point,1,original,경기 용인 기흥
4477,2022-02-22 18:00:00,2022-02-23 16:00:00,23,27.0,point,1,original,전북 남원 산내
4478,2022-02-22 14:00:00,2022-02-23 14:00:00,25,15.0,point,1,original,경북 의성 의성
4479,2022-02-22 14:00:00,2022-02-22 23:00:00,10,6.1,point,1,original,강원 동해 nan
4480,2022-02-22 13:00:00,2022-02-22 15:00:00,3,0.03,point,1,original,경기 화성 서신
4481,2022-02-22 13:00:00,2022-02-22 15:00:00,3,0.1,point,1,original,경기 여주 가남
4482,2022-02-22 10:00:00,2022-02-22 14:00:00,5,0.03,point,1,original,경북 영주 순흥
4483,2022-02-21 16:00:00,2022-02-21 18:00:00,3,0.02,point,1,original,충북 청주 흥덕 nan
4484,2022-02-21 15:00:00,2022-02-21 16:00:00,2,0.01,point,1,sgis_recovered,충남 부여 남
4485,2022-02-21 15:00:00,2022-02-21 17:00:00,3,0.1,point,1,original,강원 원주 판부
4486,2022-02-21 12:00:00,2022-02-21 15:00:00,4,0.3,point,1,sgis_recovered,전남 함평 나산
4487,2022-02-21 10:00:00,2022-02-21 12:00:00,3,0.3,point,1,original,울산 울주 온양
4488,2022-02-21 10:00:00,2022-02-21 13:00:00,4,0.5,point,1,original,전북 완주 소양
4489,2022-02-20 18:00:00,2022-02-20 23:00:00,6,0.2,point,1,original,경북 안동 임하
4490,2022-02-20 13:00:00,2022-02-20 15:00:00,3,0.2,point,1,original,충북 괴산 괴산
4491,2022-02-20 12:00:00,2022-02-20 15:00:00,4,0.01,point,1,original,경기 고양 일산동
4492,2022-02-20 07:00:00,2022-02-20 08:00:00,2,0.07,point,1,sgis_recovered,경남 거제 하청
4493,2022-02-20 01:00:00,2022-02-20 03:00:00,3,0.03,point,1,original,경기 안산 상록
4495,2022-02-19 18:00:00,2022-02-19 19:00:00,2,0.03,point,1,sgis_recovered,충남 태안 소원
4496,2022-02-19 12:00:00,2022-02-19 14:00:00,3,0.1,point,1,original,경기 양평 양평
4497,2022-02-19 12:00:00,2022-02-19 13:00:00,2,0.1,point,1,original,전북 진안 백운
4498,2022-02-19 08:00:00,2022-02-19 12:00:00,5,0.2,point,1,original,강원 원주 nan
4499,2022-02-19 07:00:00,2022-02-19 09:00:00,3,0.01,point,1,original,경기 고양 덕양
4623,2022-06-21 16:00:00,2022-06-21 17:00:00,2,0.01,point,1,original,충남 부여 외산
4624,2022-06-21 14:00:00,2022-06-21 15:00:00,2,0.02,point,1,original,전북 장수 산서
4625,2022-06-21 13:00:00,2022-06-21 16:00:00,4,0.33,point,1,original,대구 동 nan
4626,2022-06-21 13:00:00,2022-06-21 16:00:00,4,0.2,point,1,original,경북 영천 화남
4627,2022-06-21 09:00:00,2022-06-21 11:00:00,3,0.01,point,1,original,충남 공주 신풍
4628,2022-06-20 13:00:00,2022-06-20 15:00:00,3,0.01,point,1,original,강원 횡성 안흥
4629,2022-06-14 10:00:00,2022-06-14 11:00:00,2,0.01,point,1,original,경기 오산 nan
4630,2022-06-13 05:00:00,2022-06-13 08:00:00,4,0.01,point,1,original,충남 계룡 신도안
4631,2022-06-05 08:00:00,2022-06-05 09:00:00,2,0.01,point,1,original,경기 남양주 별내
4632,2022-06-05 06:00:00,2022-06-05 15:00:00,10,0.1,point,1,sgis_recovered,경기 남양주 조안
4633,2022-06-04 14:00:00,2022-06-04 16:00:00,3,0.01,point,1,original,경기 안양 만안
4634,2022-06-04 11:00:00,2022-06-04 12:00:00,2,0.06,point,1,original,강원 강릉 왕산
4635,2022-06-03 16:00:00,2022-06-03 21:00:00,6,0.2,point,1,original,울산 울주 삼동
4636,2022-06-03 16:00:00,2022-06-03 17:00:00,2,0.1,point,1,original,충북 제천 덕산
4637,2022-06-03 15:00:00,2022-06-03 20:00:00,6,0.01,point,1,original,서울 관악 nan
4638,2022-06-03 12:00:00,2022-06-03 13:00:00,2,0.01,point,1,sgis_recovered,대전 서 nan
4639,2022-06-02 19:00:00,2022-06-03 01:00:00,7,0.01,point,1,original,경기 남양주 별내
